Wall time,Step,Value
1608202783.1608775,0,0.4146341383457184
1608205141.0538242,1,0.5588235259056091
1608207489.1512475,2,0.8333333134651184
1608209828.072294,3,0.8108108043670654
1608212169.2726064,4,0.5882353186607361
1608214496.7132976,5,1.649999976158142
1608216823.4787443,6,2.378378391265869
1608219163.3566008,7,2.5999999046325684
1608221489.288169,8,2.324324369430542
1608223827.2051206,9,2.5999999046325684
1608226157.3475952,10,3.0
1608228490.7494442,11,2.6451613903045654
1608230817.5593903,12,2.9268293380737305
1608233158.2076924,13,3.0232558250427246
1608235493.928349,14,3.370370388031006
1608237830.8301892,15,3.146341562271118
1608240170.9226468,16,3.617647171020508
1608242511.2388718,17,3.5151515007019043
1608244859.2661788,18,3.3157894611358643
1608247205.8443208,19,3.0714285373687744
1608249544.588855,20,3.40625
1608251885.8142047,21,3.7352941036224365
1608254225.9320974,22,3.319999933242798
1608256568.3183663,23,3.8333332538604736
1608258914.3048677,24,3.588235378265381
1608261259.8502088,25,3.653846263885498
1608263603.0917406,26,3.805555582046509
1608265944.4634075,27,3.8399999141693115
1608268281.6689684,28,3.299999952316284
1608270629.038236,29,3.7272727489471436
1608272974.2647169,30,3.59375
1608275316.2496989,31,3.8181817531585693
1608277656.377543,32,3.857142925262451
1608279991.9482334,33,3.5853657722473145
1608282327.517957,34,3.375
1608284671.9231973,35,3.617647171020508
1608287009.903353,36,3.8333332538604736
1608289355.7510803,37,3.7666666507720947
1608291699.90028,38,3.7096774578094482
1608294041.9982564,39,3.5151515007019043
1608296372.6275222,40,3.677419424057007
